DDCTransactionIdD15FAE62436A185AAE38218A34936D87_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.22.27, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.962727ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1779, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf594085B0__11A3E338C34616A987DCDCE0C1D2CF64B0BF3D9F, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=126754 bytes, Retrieved=true, Duration=0.527270ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1780, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1779, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.124134ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1781, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1779, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.233289ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/InfinityBladeEffects/Effects/FX_Materials/Glyph/M_IB_Flash_Add.uasset, AllOfLoadPackage_Duration=9.771079ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.011034ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.060294ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.021674ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=5.025633ms, SaveCookedPackage_HitCount=1, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
SavePackageTransactionId3F26517C48B8E5A11EB8DFA64E1B4CDF_567, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/InfinityBladeEffects/Effects/FX_Materials/Glyph/M_IB_Flash_Add.uasset, FlushAsyncLoading=0.063445ms, FlushStreamingFunc=0.005912ms, BlockTillAllRequestsFinished=0.004333ms, ResetLoadersForSaveUnMarkAllObjects=0.230536ms, TagPackageExports=0.446092ms, BeginCacheForCookedPlatformData=0.009064ms, SerializeImports=0.420481ms, GatherLocalizableTextData=0.004727ms, MarkNames=0.008274ms, SerializeSummary=0.012610ms, SerializeNames=0.074089ms, SerializeGatherableTextData=0.002366ms, BuildExportMap=0.020884ms, SortExportsNonSeekfree=0.009064ms, SortExportsSeekfreeConstructor=0.013400ms, SortExportsSeekfreeInner=0.881936ms, SortExportsSeekfree=0.005517ms, BuildDependencyMap=0.011429ms, SerializeImportMap=0.005517ms, SerializeExportMap=0.003941ms, SerializeDependencyMap=0.003152ms, SerializeStringAssetReferenceMap=0.003152ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.026010ms, SerializeExports=0.666380ms, SerializeBulkData=0.016157ms, AsyncWrite=0.162359ms, UnaccountedTime=0.196248ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1782, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf5EF6AE2A__1F9C711CF0353ABB3E63BBD1AD8AB09BBA7616A3, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=27202 bytes, Retrieved=true, Duration=0.411019ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1783, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1782, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.104826ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1784, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1782, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.167876ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1785, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf5EF6AE2A__79847A6B497C27B4A76A18085CA0628130312893, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=19985 bytes, Retrieved=true, Duration=0.472888ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1786, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1785, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.131622ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1787, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1785, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.199795ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/InfinityBladeEffects/Effects/FX_Materials/Glyph/M_IB_Debris_Boxes_Opaque.uasset, AllOfLoadPackage_Duration=11.130244ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001181ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.015762ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.075269ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.033103ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=7.243488ms, SaveCookedPackage_HitCount=1, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
SavePackageTransactionId3F26517C48B8E5A11EB8DFA64E1B4CDF_568, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/InfinityBladeEffects/Effects/FX_Materials/Glyph/M_IB_Debris_Boxes_Opaque.uasset, FlushAsyncLoading=0.072904ms, FlushStreamingFunc=0.007488ms, BlockTillAllRequestsFinished=0.005122ms, ResetLoadersForSaveUnMarkAllObjects=0.260483ms, TagPackageExports=0.238415ms, BeginCacheForCookedPlatformData=0.012215ms, SerializeImports=0.271518ms, GatherLocalizableTextData=0.005517ms, MarkNames=0.012610ms, SerializeSummary=0.014581ms, SerializeNames=0.073694ms, SerializeGatherableTextData=0.003546ms, BuildExportMap=0.058714ms, SortExportsNonSeekfree=0.040986ms, SortExportsSeekfreeConstructor=0.013400ms, SortExportsSeekfreeInner=1.058877ms, SortExportsSeekfree=0.006698ms, BuildDependencyMap=0.017736ms, SerializeImportMap=0.007093ms, SerializeExportMap=0.006303ms, SerializeDependencyMap=0.004333ms, SerializeStringAssetReferenceMap=0.003155ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.026401ms, SerializeExports=0.563923ms, SerializeBulkData=0.021674ms, AsyncWrite=0.107978ms, UnaccountedTime=0.146203ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1788, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufA1CEB337__36B4E8C5185172BC0168220A35A098DD5B220D0F, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=598151 bytes, Retrieved=true, Duration=1.253553ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1789, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1788, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.129648ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1790, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1788, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.541855ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1791, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufA1CEB337__A44648128DB2D77B356D6186D4615B872998F83D, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=578196 bytes, Retrieved=true, Duration=1.132175ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1792, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1791, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.129256ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1793, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1791, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.476830ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/InfinityBladeEffects/Effects/FX_Materials/Glyph/M_IB_AnimGrid_Masked_Trans.uasset, AllOfLoadPackage_Duration=16.325332ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.011820ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.061080ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.032317ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=11.452600ms, SaveCookedPackage_HitCount=1, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
SavePackageTransactionId3F26517C48B8E5A11EB8DFA64E1B4CDF_569, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/InfinityBladeEffects/Effects/FX_Materials/Glyph/M_IB_AnimGrid_Masked_Trans.uasset, FlushAsyncLoading=0.043742ms, FlushStreamingFunc=0.006698ms, BlockTillAllRequestsFinished=0.004731ms, ResetLoadersForSaveUnMarkAllObjects=0.236049ms, TagPackageExports=1.163702ms, BeginCacheForCookedPlatformData=0.012610ms, SerializeImports=1.291383ms, GatherLocalizableTextData=0.009064ms, MarkNames=0.009459ms, SerializeSummary=0.015367ms, SerializeNames=0.107192ms, SerializeGatherableTextData=0.003152ms, BuildExportMap=0.042167ms, SortExportsNonSeekfree=0.049651ms, SortExportsSeekfreeConstructor=0.014190ms, SortExportsSeekfreeInner=1.702007ms, SortExportsSeekfree=0.015371ms, BuildDependencyMap=0.024036ms, SerializeImportMap=0.009850ms, SerializeExportMap=0.007488ms, SerializeDependencyMap=0.003941ms, SerializeStringAssetReferenceMap=0.003546ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.035465ms, SerializeExports=3.004428ms, SerializeBulkData=0.036649ms, AsyncWrite=0.723127ms, UnaccountedTime=0.241566ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1794, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf21F7351A__6E1CD63D0939871EEEEC96EBA185AFB3D50CAD8E, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=772082 bytes, Retrieved=true, Duration=3.128558ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1795, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1794, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.196643ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1796, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1794, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.454134ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1797, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf21F7351A__894D8494371F05DB975D9252A2B317B8B6363A38, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=746008 bytes, Retrieved=true, Duration=1.261827ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1798, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1797, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.130836ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1799, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1797, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.526484ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/InfinityBladeEffects/Effects/FX_Materials/Damage/M_RockDebris_Trans_INST.uasset, AllOfLoadPackage_Duration=23.001350ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000790ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003941ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.066597ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016950ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.456661ms, SaveCookedPackage_HitCount=1, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
SavePackageTransactionId3F26517C48B8E5A11EB8DFA64E1B4CDF_570, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/InfinityBladeEffects/Effects/FX_Materials/Damage/M_RockDebris_Trans_INST.uasset, FlushAsyncLoading=0.038225ms, FlushStreamingFunc=0.005126ms, BlockTillAllRequestsFinished=0.004727ms, ResetLoadersForSaveUnMarkAllObjects=0.227381ms, TagPackageExports=0.014581ms, BeginCacheForCookedPlatformData=0.004333ms, SerializeImports=0.035468ms, GatherLocalizableTextData=0.003152ms, MarkNames=0.006307ms, SerializeSummary=0.013005ms, SerializeNames=0.045709ms, SerializeGatherableTextData=0.002366ms, BuildExportMap=0.024434ms, SortExportsNonSeekfree=0.005517ms, SortExportsSeekfreeConstructor=0.012215ms, SortExportsSeekfreeInner=0.515845ms, SortExportsSeekfree=0.003941ms, BuildDependencyMap=0.009064ms, SerializeImportMap=0.004336ms, SerializeExportMap=0.003152ms, SerializeDependencyMap=0.002757ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017732ms, SerializeExports=0.016946ms, SerializeBulkData=0.008669ms, AsyncWrite=0.071328ms, UnaccountedTime=0.141472ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1800, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufC9A0F796__A38F51BAB08ABDFBA27EA03D36B735EAD7F966C7, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=871848 bytes, Retrieved=true, Duration=1.441523ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1801, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1800, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.126105ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1802, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1800, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.602540ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1803, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufC9A0F796__D9063C20F3002982B256985706E4440B2188CDD1, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=837124 bytes, Retrieved=true, Duration=1.324881ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1804, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1803, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.129651ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1805, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1803, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.521358ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/InfinityBladeEffects/Effects/FX_Materials/Damage/M_CrackedGround_01_INST.uasset, AllOfLoadPackage_Duration=19.144543ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004336ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.041381ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014186ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.604440ms, SaveCookedPackage_HitCount=1, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
SavePackageTransactionId3F26517C48B8E5A11EB8DFA64E1B4CDF_571, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/InfinityBladeEffects/Effects/FX_Materials/Damage/M_CrackedGround_01_INST.uasset, FlushAsyncLoading=0.044528ms, FlushStreamingFunc=0.005912ms, BlockTillAllRequestsFinished=0.004727ms, ResetLoadersForSaveUnMarkAllObjects=0.226595ms, TagPackageExports=0.019703ms, BeginCacheForCookedPlatformData=0.004727ms, SerializeImports=0.039410ms, GatherLocalizableTextData=0.004333ms, MarkNames=0.007883ms, SerializeSummary=0.013005ms, SerializeNames=0.052806ms, SerializeGatherableTextData=0.003152ms, BuildExportMap=0.039801ms, SortExportsNonSeekfree=0.006307ms, SortExportsSeekfreeConstructor=0.012610ms, SortExportsSeekfreeInner=0.604115ms, SortExportsSeekfree=0.005912ms, BuildDependencyMap=0.008274ms, SerializeImportMap=0.003941ms, SerializeExportMap=0.001576ms, SerializeDependencyMap=0.001971ms, SerializeStringAssetReferenceMap=0.001971ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016157ms, SerializeExports=0.013400ms, SerializeBulkData=0.006698ms, AsyncWrite=0.053991ms, UnaccountedTime=0.120193ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1806, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf599D85FC__508045F559B4091F92FC79CF196FA95E4749B191, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=137418 bytes, Retrieved=true, Duration=0.545401ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1807, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1806, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.134379ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1808, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1806, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.226986ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1809, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf599D85FC__75575643C4D09F71A1B89EB1EE267F1C07E2CEAD, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=130342 bytes, Retrieved=true, Duration=0.505596ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1810, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1809, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.124529ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1811, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1809, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.208467ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1812, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_F5__B8A9148E15835F16C8F0548FA32F222DF2E699E7, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=61698 bytes, Retrieved=true, Duration=0.478014ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1813, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1812, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.138320ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1814, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1812, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.185609ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1815, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_AF041ACC408BD24E5B8BB880A3D4589__6F23724B5BB0CBBBBFA55D2044A651114C1D8EB6, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=17317 bytes, Retrieved=true, Duration=0.354271ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1816, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1815, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.117827ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1817, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1815, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.140291ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1818, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_AF041ACC408BD24E5__C7E19DD29D22E83AD4BAF651C17543ECD58F4C40, StartTime=2015.12.10-06.22.43, HierarchicalDDC, DataSize=394 bytes, Retrieved=true, Duration=0.279795ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1819, CachedDataProbablyExists, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1818, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.081968ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1820, GetCachedData, Parent=DDCTransactionIdD15FAE62436A185AAE38218A34936D87_1818, StartTime=2015.12.10-06.22.43, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.122953ms, RunGuid=RunID4EF0202A46599181B44CE9A47ED0A415
