DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-05.56.03, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.547372ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2220, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_5184434E48ECC541D__14EAF3A81705FDFBC3A5A0C3AA1A63C7C7F816DF, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.122953ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/SM_CornerFrame.uasset, AllOfLoadPackage_Duration=3.730707ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.011429ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.213195ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.022460ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.396135ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5CC7F532450668D68C488F8012C43307
SavePackageTransactionId8B8692E6413CFF54A18427A8F7BABF9E_583, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/SM_CornerFrame.uasset, FlushAsyncLoading=0.120193ms, FlushStreamingFunc=0.013396ms, BlockTillAllRequestsFinished=0.009064ms, ResetLoadersForSaveUnMarkAllObjects=0.330236ms, TagPackageExports=0.070933ms, BeginCacheForCookedPlatformData=0.006702ms, SerializeImports=0.090636ms, GatherLocalizableTextData=0.003546ms, MarkNames=0.007883ms, SerializeSummary=0.013791ms, SerializeNames=0.048079ms, SerializeGatherableTextData=0.003152ms, BuildExportMap=0.025615ms, SortExportsNonSeekfree=0.011425ms, SortExportsSeekfreeConstructor=0.012614ms, SortExportsSeekfreeInner=0.714060ms, SortExportsSeekfree=0.011034ms, BuildDependencyMap=0.018917ms, SerializeImportMap=0.003152ms, SerializeExportMap=0.003155ms, SerializeDependencyMap=0.004336ms, SerializeStringAssetReferenceMap=0.002362ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.025224ms, SerializeExports=0.070933ms, SerializeBulkData=0.009850ms, AsyncWrite=0.083938ms, UnaccountedTime=0.150930ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2221, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_04__DA489946FA872E5048ABF31D9A70E658A999F77F, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=131933 bytes, Retrieved=true, Duration=1.016319ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2222, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3820455E4BFB4C22B501DBA886E076F__DC81EC9754099E07F18D468B3949AADF7BBD80EC, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=51996 bytes, Retrieved=true, Duration=0.506781ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2223, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_3820455E4BFB4C22B__69E64DA0F116E858024C25FB0C6F845A012C140C, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=1309 bytes, Retrieved=true, Duration=0.092607ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/SM_Chair.uasset, AllOfLoadPackage_Duration=4.336789ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006303ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.138711ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.019308ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.108298ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5CC7F532450668D68C488F8012C43307
SavePackageTransactionId8B8692E6413CFF54A18427A8F7BABF9E_584, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/SM_Chair.uasset, FlushAsyncLoading=0.027977ms, FlushStreamingFunc=0.004336ms, BlockTillAllRequestsFinished=0.003941ms, ResetLoadersForSaveUnMarkAllObjects=0.160780ms, TagPackageExports=0.035074ms, BeginCacheForCookedPlatformData=0.002362ms, SerializeImports=0.056352ms, GatherLocalizableTextData=0.003155ms, MarkNames=0.004727ms, SerializeSummary=0.008274ms, SerializeNames=0.028376ms, SerializeGatherableTextData=0.001576ms, BuildExportMap=0.014976ms, SortExportsNonSeekfree=0.007488ms, SortExportsSeekfreeConstructor=0.007879ms, SortExportsSeekfreeInner=0.519391ms, SortExportsSeekfree=0.003546ms, BuildDependencyMap=0.009064ms, SerializeImportMap=0.002757ms, SerializeExportMap=0.002366ms, SerializeDependencyMap=0.002757ms, SerializeStringAssetReferenceMap=0.002366ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014976ms, SerializeExports=0.079997ms, SerializeBulkData=0.007093ms, AsyncWrite=0.071723ms, UnaccountedTime=0.092607ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2224, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_42__60237C670D1C2234EAFBD7B9A313F6C1025CD9C4, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=71485 bytes, Retrieved=true, Duration=0.476833ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2225, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_09C0E41C4F161EB226C98A8460F53CB__821D6464D31FD30EBBDDE18941A803493E085B53, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=28795 bytes, Retrieved=true, Duration=0.280581ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2226, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_09C0E41C4F161EB22__94E2C2D8C1044C1F74A61B00EAABB031C8E0DA12, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=393 bytes, Retrieved=true, Duration=0.077240ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/SM_Bush.uasset, AllOfLoadPackage_Duration=6.158993ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004333ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.112705ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.030342ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.449173ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5CC7F532450668D68C488F8012C43307
SavePackageTransactionId8B8692E6413CFF54A18427A8F7BABF9E_585, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/SM_Bush.uasset, FlushAsyncLoading=0.043347ms, FlushStreamingFunc=0.004731ms, BlockTillAllRequestsFinished=0.005517ms, ResetLoadersForSaveUnMarkAllObjects=0.210829ms, TagPackageExports=0.037041ms, BeginCacheForCookedPlatformData=0.004336ms, SerializeImports=0.052806ms, GatherLocalizableTextData=0.002366ms, MarkNames=0.006698ms, SerializeSummary=0.010639ms, SerializeNames=0.025615ms, SerializeGatherableTextData=0.001181ms, BuildExportMap=0.019707ms, SortExportsNonSeekfree=0.007879ms, SortExportsSeekfreeConstructor=0.007488ms, SortExportsSeekfreeInner=0.532396ms, SortExportsSeekfree=0.002366ms, BuildDependencyMap=0.008274ms, SerializeImportMap=0.003152ms, SerializeExportMap=0.002366ms, SerializeDependencyMap=0.001971ms, SerializeStringAssetReferenceMap=0.001576ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014976ms, SerializeExports=0.076450ms, SerializeBulkData=0.007883ms, AsyncWrite=0.070538ms, UnaccountedTime=0.105612ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2227, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_9F__2A9A47A5B8169FB7FE245434FA965D07DABDEBC9, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=10557 bytes, Retrieved=true, Duration=0.427570ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2228, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2227, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.133593ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2229, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2227, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.179697ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2230, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_962AD41E44489E47D3AF40A4381F97D__309E1FACB14434A36270C2E01C998A275E615021, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=3788 bytes, Retrieved=true, Duration=0.312109ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2231, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2230, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.090636ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2232, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2230, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.136349ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2233, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_962AD41E44489E47D__55354C73BA63F988AF2FC6DB68E9AC40EE3BFA45, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=6925 bytes, Retrieved=true, Duration=0.323929ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2234, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2233, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.093002ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2235, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2233, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.136353ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/SingleStalagmite.uasset, AllOfLoadPackage_Duration=3.494658ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001971ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.015371ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.334173ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.035070ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.957460ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5CC7F532450668D68C488F8012C43307
SavePackageTransactionId8B8692E6413CFF54A18427A8F7BABF9E_586, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/SingleStalagmite.uasset, FlushAsyncLoading=0.115465ms, FlushStreamingFunc=0.011034ms, BlockTillAllRequestsFinished=0.015762ms, ResetLoadersForSaveUnMarkAllObjects=0.600964ms, TagPackageExports=0.074089ms, BeginCacheForCookedPlatformData=0.008669ms, SerializeImports=0.152901ms, GatherLocalizableTextData=0.008274ms, MarkNames=0.009064ms, SerializeSummary=0.033103ms, SerializeNames=0.071723ms, SerializeGatherableTextData=0.004336ms, BuildExportMap=0.035465ms, SortExportsNonSeekfree=0.021674ms, SortExportsSeekfreeConstructor=0.025220ms, SortExportsSeekfreeInner=0.804700ms, SortExportsSeekfree=0.006702ms, BuildDependencyMap=0.025615ms, SerializeImportMap=0.005517ms, SerializeExportMap=0.003938ms, SerializeDependencyMap=0.005517ms, SerializeStringAssetReferenceMap=0.005122ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.052411ms, SerializeExports=0.126500ms, SerializeBulkData=0.016551ms, AsyncWrite=0.302650ms, UnaccountedTime=0.336148ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2236, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_C6__21F1D95B27427253B66BC0C6902B68DB4D3900B2, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=581609 bytes, Retrieved=true, Duration=1.342218ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2237, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2236, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.131227ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2238, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2236, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.633277ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2239, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_1C2C39FC43C3B18E0__D7211EBD06BC926C8785601C9993921BB91827F4, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=1765 bytes, Retrieved=true, Duration=0.718795ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2240, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2239, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.313684ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2241, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2239, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.258513ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2242, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1C2C39FC43C3B18E075899B5F200A35__64D73DDAE367ED13F5CA8C4113E757B828232FB3, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=108485 bytes, Retrieved=true, Duration=0.558007ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2243, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2242, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.139896ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2244, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2242, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.236049ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/Seating.uasset, AllOfLoadPackage_Duration=6.665379ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000786ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006702ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.128862ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015367ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.136998ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5CC7F532450668D68C488F8012C43307
SavePackageTransactionId8B8692E6413CFF54A18427A8F7BABF9E_587, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/Seating.uasset, FlushAsyncLoading=0.094578ms, FlushStreamingFunc=0.010245ms, BlockTillAllRequestsFinished=0.008278ms, ResetLoadersForSaveUnMarkAllObjects=0.436239ms, TagPackageExports=0.036255ms, BeginCacheForCookedPlatformData=0.004336ms, SerializeImports=0.059109ms, GatherLocalizableTextData=0.003546ms, MarkNames=0.006307ms, SerializeSummary=0.011429ms, SerializeNames=0.034679ms, SerializeGatherableTextData=0.002362ms, BuildExportMap=0.024039ms, SortExportsNonSeekfree=0.011824ms, SortExportsSeekfreeConstructor=0.013396ms, SortExportsSeekfreeInner=1.111291ms, SortExportsSeekfree=0.020493ms, BuildDependencyMap=0.027977ms, SerializeImportMap=0.005517ms, SerializeExportMap=0.003152ms, SerializeDependencyMap=0.005912ms, SerializeStringAssetReferenceMap=0.003546ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.037830ms, SerializeExports=0.361368ms, SerializeBulkData=0.014581ms, AsyncWrite=0.165906ms, UnaccountedTime=0.169057ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/Red.uasset, AllOfLoadPackage_Duration=0.056747ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000790ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.013005ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.099700ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.021279ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=5.164742ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5CC7F532450668D68C488F8012C43307
SavePackageTransactionId8B8692E6413CFF54A18427A8F7BABF9E_588, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/Red.uasset, FlushAsyncLoading=0.045713ms, FlushStreamingFunc=0.005517ms, BlockTillAllRequestsFinished=0.004336ms, ResetLoadersForSaveUnMarkAllObjects=0.219498ms, TagPackageExports=0.484318ms, BeginCacheForCookedPlatformData=0.008669ms, SerializeImports=0.541855ms, GatherLocalizableTextData=0.004727ms, MarkNames=0.006307ms, SerializeSummary=0.012610ms, SerializeNames=0.093393ms, SerializeGatherableTextData=0.002760ms, BuildExportMap=0.014976ms, SortExportsNonSeekfree=0.008274ms, SortExportsSeekfreeConstructor=0.013005ms, SortExportsSeekfreeInner=0.906371ms, SortExportsSeekfree=0.004731ms, BuildDependencyMap=0.010639ms, SerializeImportMap=0.004727ms, SerializeExportMap=0.007488ms, SerializeDependencyMap=0.002760ms, SerializeStringAssetReferenceMap=0.002757ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.023644ms, SerializeExports=0.796426ms, SerializeBulkData=0.016551ms, AsyncWrite=0.133198ms, UnaccountedTime=0.146598ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2245, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufFEDDBB88__E99DA415A0D588CF720C818A60EAC9D78FF9ACA7, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=140863 bytes, Retrieved=true, Duration=0.626970ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2246, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2245, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.171028ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2247, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2245, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.245903ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2248, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufFEDDBB88__4B85F6ADCF8016FD30512C87B0BB0D4891DD7615, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=109095 bytes, Retrieved=true, Duration=0.835832ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2249, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2248, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.269547ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2250, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2248, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.315651ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/StarterContent/Props/PurpleHouse.uasset, AllOfLoadPackage_Duration=12.253359ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001181ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.028376ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.453185ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.039015ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.336324ms, SaveCookedPackage_HitCount=1, RunGuid=RunID5CC7F532450668D68C488F8012C43307
SavePackageTransactionId8B8692E6413CFF54A18427A8F7BABF9E_589, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Props/PurpleHouse.uasset, FlushAsyncLoading=0.163540ms, FlushStreamingFunc=0.013400ms, BlockTillAllRequestsFinished=0.013005ms, ResetLoadersForSaveUnMarkAllObjects=0.647858ms, TagPackageExports=0.428360ms, BeginCacheForCookedPlatformData=0.016157ms, SerializeImports=0.431512ms, GatherLocalizableTextData=0.006698ms, MarkNames=0.007488ms, SerializeSummary=0.020888ms, SerializeNames=0.067387ms, SerializeGatherableTextData=0.001967ms, BuildExportMap=0.013400ms, SortExportsNonSeekfree=0.007093ms, SortExportsSeekfreeConstructor=0.009459ms, SortExportsSeekfreeInner=0.632491ms, SortExportsSeekfree=0.003941ms, BuildDependencyMap=0.007484ms, SerializeImportMap=0.002366ms, SerializeExportMap=0.002362ms, SerializeDependencyMap=0.002757ms, SerializeStringAssetReferenceMap=0.001971ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020493ms, SerializeExports=0.457522ms, SerializeBulkData=0.010639ms, AsyncWrite=0.103641ms, UnaccountedTime=0.139110ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2251, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf082DCF3F__6FCBD4BFED4FADCA51CD271535F176424780707D, StartTime=2015.12.10-05.57.37, HierarchicalDDC, DataSize=140703 bytes, Retrieved=true, Duration=0.593081ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2252, CachedDataProbablyExists, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2251, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.162359ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2253, GetCachedData, Parent=DDCTransactionId30DC5C474FA4CB70572805B84607C5E4_2251, StartTime=2015.12.10-05.57.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.226986ms, RunGuid=RunID5CC7F532450668D68C488F8012C43307
