DDCTransactionId83B0738D468809CE35FBC69067158AFA_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.29.41, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=2.393216ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
../../../Engine/Content/MobileResources/HUD/MobileHUDButton1_on.uasset, AllOfLoadPackage_Duration=0.740074ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000395ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=0.424813ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.122163ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.093393ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.809590ms, SaveCookedPackage_HitCount=1, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2029, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BBBF743419EE004ACC16E9959BCC__756112131578C37DFF9953878E2BB3763ED27608, StartTime=2015.12.10-06.29.58, HierarchicalDDC, Duration=0.014581ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionIdA1F014F9470A4B676FE3BB9DFD7A808F_365, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BBBF743419EE004ACC16E9959BCC__756112131578C37DFF9953878E2BB3763ED27608, StartTime=2015.12.10-06.29.58, HierarchicalDDC, DataSize=3294 bytes, Retrieved=true, Duration=0.121772ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
SavePackageTransactionId94025FB5402CCF9893FD5DB170FE5A70_534, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton1_on.uasset, FlushAsyncLoading=0.029162ms, FlushStreamingFunc=0.005122ms, BlockTillAllRequestsFinished=0.004336ms, ResetLoadersForSaveUnMarkAllObjects=0.133593ms, TagPackageExports=0.034679ms, BeginCacheForCookedPlatformData=0.025615ms, SerializeImports=0.039011ms, GatherLocalizableTextData=0.001576ms, MarkNames=0.003155ms, SerializeSummary=0.007488ms, SerializeNames=0.013001ms, SerializeGatherableTextData=0.001580ms, BuildExportMap=0.007093ms, SortExportsNonSeekfree=0.003546ms, SortExportsSeekfreeConstructor=0.007879ms, SortExportsSeekfreeInner=0.126500ms, SortExportsSeekfree=0.001971ms, BuildDependencyMap=0.004336ms, SerializeImportMap=0.002760ms, SerializeExportMap=0.001971ms, SerializeDependencyMap=0.002362ms, SerializeStringAssetReferenceMap=0.001580ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009850ms, SerializeExports=0.039801ms, SerializeBulkData=0.009064ms, AsyncWrite=0.048470ms, UnaccountedTime=0.167087ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2030, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf327F3EDB__D23D4D864FBE8350CD57008D2E325A129CB353C8, StartTime=2015.12.10-06.29.58, HierarchicalDDC, DataSize=161355 bytes, Retrieved=true, Duration=0.556041ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2031, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf327F3EDB__1985DEA118CF31C53516DB09115E503A4AA93A3F, StartTime=2015.12.10-06.29.58, HierarchicalDDC, DataSize=154297 bytes, Retrieved=true, Duration=0.596628ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2032, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9DB0F8CB__1DA9CC021FBDA217CF56218306C521F422EC671E, StartTime=2015.12.10-06.29.58, HierarchicalDDC, DataSize=175018 bytes, Retrieved=true, Duration=1.093950ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2033, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9DB0F8CB__518A2C97C408B8F23B6047A8317465A20C1E25F1, StartTime=2015.12.10-06.29.58, HierarchicalDDC, DataSize=167999 bytes, Retrieved=true, Duration=0.558797ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2034, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9C0B2ABD__7204C8B1F935233A754A057FFE5C1D2DDE2CB714, StartTime=2015.12.10-06.29.58, HierarchicalDDC, DataSize=142877 bytes, Retrieved=true, Duration=0.485897ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2035, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9C0B2ABD__AA9F250A7BAAA64DD6F76E1F9E016E00E2E5D4AA, StartTime=2015.12.10-06.29.58, HierarchicalDDC, DataSize=135897 bytes, Retrieved=true, Duration=0.447273ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2036, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf9DEDDE0C__F4131A92BEE04ACBCB21FE5056A130089872A249, StartTime=2015.12.10-06.29.58, HierarchicalDDC, DataSize=175216 bytes, Retrieved=true, Duration=0.827558ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2037, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf9DEDDE0C__419927927C62B059B6FE45E5AF7229B28DBC13BF, StartTime=2015.12.10-06.29.58, HierarchicalDDC, DataSize=168092 bytes, Retrieved=true, Duration=0.854749ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2038, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_DC__C235E05409BAEDCAD6E66305E6E070759344EE91, StartTime=2015.12.10-06.29.58, HierarchicalDDC, DataSize=67989 bytes, Retrieved=true, Duration=1.168430ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2039, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0DD2665D4241D3F9F7C1BF8F4380F21__EDB432833A407B713943E4B300EFBDC039AE83ED, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=26404 bytes, Retrieved=true, Duration=0.552889ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2040, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_0DD2665D4241D3F9F__64D46849A666249511B2127F236718710A5B9E8F, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=5893 bytes, Retrieved=true, Duration=0.310928ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2041, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_0371ADF14CF0C54E661154BE3E320EB9__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.602540ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2042, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2041, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.252604ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2043, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2041, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.192311ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2044, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6BE8838C43A271515498C6932C700DDE__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.389740ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2045, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2044, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.115070ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2046, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2044, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.157632ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2047, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_09E33BE9470E86B00B29E2917B1A9471__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.394076ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2048, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2047, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.134774ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2049, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2047, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.158023ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2050, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_609396C04C01893DA040509AD11A850D__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.323538ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2051, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2050, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.097729ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2052, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2050, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.133984ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2053, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_6E7B7D394FB8BCE22E1BA3B5816665D2__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.329051ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2054, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2053, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.119012ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2055, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2053, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.128072ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2056, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7ABFF065407E068925683EAC973BBDF8__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.415750ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2057, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2056, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.160389ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2058, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2056, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.163540ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2059, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_019BA3F9403A76513EDC4398A3D3270E__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.382647ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2060, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2059, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.145413ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2061, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2059, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.146989ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2062, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F3AF19334097274944DF3D9BB9B9726D__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.322748ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2063, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2062, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.096153ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2064, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2062, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.127289ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2065, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F8FDAB944BAD7367ABD7F08BA3F7E597__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.334572ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2066, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2065, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.078421ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2067, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2065, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.150930ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2068, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_BD6C797341AADFCCCF79FE96B8460CE3__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.363335ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2069, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2068, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.112705ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2070, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2068, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.158809ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2071, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_381FB9CE49B0AD59C2244DBCBA8C4527__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.373974ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2072, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2071, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.111129ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2073, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2071, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.177335ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2074, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C95D4A0F46B0596E3F6CDB80B64DB332__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.367280ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2075, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2074, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.143837ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2076, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2074, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.137530ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2077, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_628B930B4CA0023800C5C093F3E38F28__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.317231ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2078, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2077, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.117037ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2079, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2077, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.115462ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2080, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_3341BA064E5A54A516F0AF9368A28DFC__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.344027ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2081, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2080, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.107978ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2082, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2080, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.158023ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2083, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C4809EB64EDAF99D09C68C92C6F0389C__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.302255ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2084, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2083, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.084724ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2085, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2083, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.134379ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2086, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1086EE4243FF91955CAEE980E8647B6B__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.320382ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2087, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2086, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.098914ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2088, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2086, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.139505ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2089, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_13BA65234E2AE7FE34B57D81505A60CD__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.368457ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2090, CachedDataProbablyExists, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2089, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.140686ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2091, GetCachedData, Parent=DDCTransactionId83B0738D468809CE35FBC69067158AFA_2089, StartTime=2015.12.10-06.29.59, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.135563ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
DDCTransactionId83B0738D468809CE35FBC69067158AFA_2092, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FF7665EE4B9AEE669ECC6C968FBDCF70__1_0_13123_0, StartTime=2015.12.10-06.29.59, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.326689ms, RunGuid=RunID738270244CC8060037FAAE932BEB098A
