DDCTransactionId689AC54C48F42F77137CDB81AF147490_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.17-07.36.19, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.546958ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId34C160D44F66027A292B2C9A0972B5BC_256, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__6C60276B70B9624A2973ABC8BB661D66EB844E8D, StartTime=2015.11.17-07.51.18, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=0.180464ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_299, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__7BC1922C2E345D1ABB0D1BC46468CD9FFCA2B7A5, StartTime=2015.11.17-07.51.18, HierarchicalDDC, DataSize=262405 bytes, Retrieved=true, Duration=0.514459ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
SavePackageTransactionIdD15A28234F97F14ADD81DC8018D8CD34_565, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/EmptyActor.uasset, FlushAsyncLoading=0.029080ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.004701ms, ResetLoadersForSaveUnMarkAllObjects=1.267973ms, TagPackageExports=0.041056ms, BeginCacheForCookedPlatformData=0.029504ms, SerializeImports=0.042766ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.003848ms, SerializeSummary=0.007272ms, SerializeNames=0.016678ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.006843ms, SortExportsNonSeekfree=0.003420ms, SortExportsSeekfreeConstructor=0.007696ms, SortExportsSeekfreeInner=0.144117ms, SortExportsSeekfree=0.001714ms, BuildDependencyMap=0.005558ms, SerializeImportMap=0.002567ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.001285ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011120ms, SerializeExports=0.081252ms, SerializeBulkData=0.008125ms, AsyncWrite=0.125729ms, UnaccountedTime=6.267592ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_300, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9E839E0E4933277AAB67FB869C14F9A__E5BDE673A03B9A061D3CB540CC12BEAC0CAC6739, StartTime=2015.11.17-07.51.18, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.199713ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
E:/NightmareGame/TheGame/Content/StarterContent/Textures/T_Wood_Pine_D.uasset, AllOfLoadPackage_Duration=85.092075ms, AllOfLoadPackage_HitCount=5979, ResolveRedirectors_Duration=0.146687ms, ResolveRedirectors_HitCount=5979, CacheForCookedPlatformData_Duration=430.083588ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.080399ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.065859ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2401.117355ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_1776, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2D976693465DE504EBEF48B8931BF__6D195BDF202E77009A7B2C4F9430CFFF05AE44D4, StartTime=2015.11.17-07.51.18, HierarchicalDDC, Duration=0.015825ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId34C160D44F66027A292B2C9A0972B5BC_257, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2D976693465DE504EBEF48B8931BF__6D195BDF202E77009A7B2C4F9430CFFF05AE44D4, StartTime=2015.11.17-07.51.18, HierarchicalDDC, DataSize=7493 bytes, Retrieved=true, Duration=33.913681ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId34C160D44F66027A292B2C9A0972B5BC_258, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2D976693465DE504EBEF48B8931BF__37B54B056F9596EC1ADF0F654C5C7B53F00CEB71, StartTime=2015.11.17-07.51.18, HierarchicalDDC, DataSize=4194569 bytes, Retrieved=true, Duration=369.926941ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId34C160D44F66027A292B2C9A0972B5BC_259, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2D976693465DE504EBEF48B8931BF__651F233B7C09AF3BA2FF65F1C7EE4D9F98456EBB, StartTime=2015.11.17-07.51.19, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=9.127695ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId34C160D44F66027A292B2C9A0972B5BC_260, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2D976693465DE504EBEF48B8931BF__9491031B67E801745B69E5A749E4AAC0DBFB5720, StartTime=2015.11.17-07.51.19, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=2.455547ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId34C160D44F66027A292B2C9A0972B5BC_261, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2D976693465DE504EBEF48B8931BF__AD57053FC87C6AF32512D5E7F6BE4289E9D37898, StartTime=2015.11.17-07.51.19, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.469130ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId34C160D44F66027A292B2C9A0972B5BC_262, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2D976693465DE504EBEF48B8931BF__21BBE00D3A61D5A212868FD20D262E99446DB45D, StartTime=2015.11.17-07.51.19, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=11.251390ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
SavePackageTransactionIdD15A28234F97F14ADD81DC8018D8CD34_566, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Textures/T_Wood_Pine_D.uasset, FlushAsyncLoading=0.041056ms, FlushStreamingFunc=0.003420ms, BlockTillAllRequestsFinished=0.003420ms, ResetLoadersForSaveUnMarkAllObjects=150.535538ms, TagPackageExports=0.053030ms, BeginCacheForCookedPlatformData=0.029933ms, SerializeImports=0.055168ms, GatherLocalizableTextData=0.003848ms, MarkNames=0.005133ms, SerializeSummary=0.008125ms, SerializeNames=0.011973ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.027370ms, SortExportsNonSeekfree=0.005133ms, SortExportsSeekfreeConstructor=0.008125ms, SortExportsSeekfreeInner=0.194579ms, SortExportsSeekfree=0.002567ms, BuildDependencyMap=0.005987ms, SerializeImportMap=0.011548ms, SerializeExportMap=0.003420ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014968ms, SerializeExports=0.042766ms, SerializeBulkData=2.590254ms, AsyncWrite=1.897041ms, UnaccountedTime=2244.389160ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
E:/NightmareGame/TheGame/Content/InfinityBladeEffects/Effects/FX_Textures/Animal/T_Feathers_01.uasset, AllOfLoadPackage_Duration=671.342205ms, AllOfLoadPackage_HitCount=33600, ResolveRedirectors_Duration=1.341943ms, ResolveRedirectors_HitCount=33600, CacheForCookedPlatformData_Duration=2859.643310ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.085101ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.062868ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=14.215838ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_1777, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C94C07F849D5B8EA708F80AAEEED8__C4D14203FEC68FB3DAC78C689095D460CDC96B9D, StartTime=2015.11.17-07.51.21, HierarchicalDDC, Duration=0.505049ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_1778, CachedDataProbablyExists, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_1777, StartTime=2015.11.17-07.51.21, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.443898ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_292, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C94C07F849D5B8EA708F80AAEEED8__C4D14203FEC68FB3DAC78C689095D460CDC96B9D, StartTime=2015.11.17-07.51.24, HierarchicalDDC, DataSize=6604 bytes, Retrieved=true, Duration=7.495794ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_293, CachedDataProbablyExists, Parent=DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_292, StartTime=2015.11.17-07.51.24, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.592291ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_294, GetCachedData, Parent=DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_292, StartTime=2015.11.17-07.51.24, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=6.821822ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_301, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C94C07F849D5B8EA708F80AAEEED8__81252CB1AE1324BA37BEBB98E777BA45FBBB3040, StartTime=2015.11.17-07.51.24, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=18.661222ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_302, CachedDataProbablyExists, Parent=DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_301, StartTime=2015.11.17-07.51.24, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=5.643658ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_303, GetCachedData, Parent=DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_301, StartTime=2015.11.17-07.51.24, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=12.900397ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_304, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C94C07F849D5B8EA708F80AAEEED8__00DD5A0FA4E2AF3936CCCC2343C399E764D01AA8, StartTime=2015.11.17-07.51.24, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=42.795475ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_305, CachedDataProbablyExists, Parent=DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_304, StartTime=2015.11.17-07.51.24, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=21.215986ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_306, GetCachedData, Parent=DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_304, StartTime=2015.11.17-07.51.24, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=21.506790ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
SavePackageTransactionIdD15A28234F97F14ADD81DC8018D8CD34_567, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/InfinityBladeEffects/Effects/FX_Textures/Animal/T_Feathers_01.uasset, FlushAsyncLoading=0.038490ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=3.674768ms, TagPackageExports=0.038490ms, BeginCacheForCookedPlatformData=0.028227ms, SerializeImports=0.041906ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.002995ms, SerializeSummary=0.007272ms, SerializeNames=0.013683ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.006843ms, SortExportsNonSeekfree=0.003420ms, SortExportsSeekfreeConstructor=0.007700ms, SortExportsSeekfreeInner=0.165071ms, SortExportsSeekfree=0.002563ms, BuildDependencyMap=0.005133ms, SerializeImportMap=0.002567ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.001714ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014111ms, SerializeExports=0.041481ms, SerializeBulkData=0.024803ms, AsyncWrite=0.069708ms, UnaccountedTime=9.109732ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
E:/NightmareGame/TheGame/Content/InfinityBladeEffects/Effects/FX_Textures/Gradient/T_GlowNoise_01.uasset, AllOfLoadPackage_Duration=13.199337ms, AllOfLoadPackage_HitCount=652, ResolveRedirectors_Duration=0.017114ms, ResolveRedirectors_HitCount=652, CacheForCookedPlatformData_Duration=77.248417ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.100069ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.063717ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=8166.477360ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_1779, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4675C8A042081680A13B58A36D053__D990746E57A7209E08A242A5B452F6C068A16001, StartTime=2015.11.17-07.51.24, HierarchicalDDC, Duration=22.445471ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_1780, CachedDataProbablyExists, Parent=DDCTransactionId689AC54C48F42F77137CDB81AF147490_1779, StartTime=2015.11.17-07.51.24, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=22.392015ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_307, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4675C8A042081680A13B58A36D053__D990746E57A7209E08A242A5B452F6C068A16001, StartTime=2015.11.17-07.51.24, HierarchicalDDC, DataSize=3860 bytes, Retrieved=true, Duration=11.799633ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_308, CachedDataProbablyExists, Parent=DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_307, StartTime=2015.11.17-07.51.24, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.302345ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_309, GetCachedData, Parent=DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_307, StartTime=2015.11.17-07.51.24, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=11.447250ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_295, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4675C8A042081680A13B58A36D053__BCD760A1D81A4CAAE86C3109CC980402970A2FAD, StartTime=2015.11.17-07.51.24, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=21.629948ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_296, CachedDataProbablyExists, Parent=DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_295, StartTime=2015.11.17-07.51.24, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=10.887891ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_297, GetCachedData, Parent=DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_295, StartTime=2015.11.17-07.51.24, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=10.621894ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_298, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_4675C8A042081680A13B58A36D053__F967F79AFD35E48CD78478A801631B1B3E5CF3B8, StartTime=2015.11.17-07.51.24, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=21.011572ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_299, CachedDataProbablyExists, Parent=DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_298, StartTime=2015.11.17-07.51.24, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=8.798834ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_300, GetCachedData, Parent=DDCTransactionIdB725D8324339ADE49AB0CC9466EF2439_298, StartTime=2015.11.17-07.51.24, FileDDCPath=C:/Users/Lauren/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=12.152441ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
SavePackageTransactionIdD15A28234F97F14ADD81DC8018D8CD34_568, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/InfinityBladeEffects/Effects/FX_Textures/Gradient/T_GlowNoise_01.uasset, FlushAsyncLoading=0.049181ms, FlushStreamingFunc=0.002991ms, BlockTillAllRequestsFinished=0.002567ms, ResetLoadersForSaveUnMarkAllObjects=8120.063965ms, TagPackageExports=0.039347ms, BeginCacheForCookedPlatformData=0.028651ms, SerializeImports=0.042338ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.003420ms, SerializeSummary=0.007272ms, SerializeNames=0.014111ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.006843ms, SortExportsNonSeekfree=0.003420ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.147540ms, SortExportsSeekfree=0.002135ms, BuildDependencyMap=0.005562ms, SerializeImportMap=0.002563ms, SerializeExportMap=0.001714ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001714ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011973ms, SerializeExports=0.040624ms, SerializeBulkData=0.018392ms, AsyncWrite=0.068851ms, UnaccountedTime=45.065853ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
E:/NightmareGame/TheGame/Content/StarterContent/Textures/T_Wood_Floor_Walnut_D.uasset, AllOfLoadPackage_Duration=22.513527ms, AllOfLoadPackage_HitCount=1383, ResolveRedirectors_Duration=0.040185ms, ResolveRedirectors_HitCount=1383, CacheForCookedPlatformData_Duration=106.505021ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.079971ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.068855ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2197.215334ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_1781, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6E2F4CD84AF2F1CB057DC9AB90F4F__2B8A3EBF4385C818FA106A2148D136B7D2ADAE7F, StartTime=2015.11.17-07.51.32, HierarchicalDDC, Duration=0.009410ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_310, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6E2F4CD84AF2F1CB057DC9AB90F4F__2B8A3EBF4385C818FA106A2148D136B7D2ADAE7F, StartTime=2015.11.17-07.51.32, HierarchicalDDC, DataSize=7493 bytes, Retrieved=true, Duration=25.016058ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_311, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6E2F4CD84AF2F1CB057DC9AB90F4F__C4DDBF4F818B28B71DC77A501FFCC17F5D5ECBAE, StartTime=2015.11.17-07.51.32, HierarchicalDDC, DataSize=4194569 bytes, Retrieved=true, Duration=62.089195ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_312, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6E2F4CD84AF2F1CB057DC9AB90F4F__FCF8B3779CB79C6F12FEAC8BD85B9C51DFCFADC8, StartTime=2015.11.17-07.51.32, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=8.900187ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_313, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6E2F4CD84AF2F1CB057DC9AB90F4F__708B268407937B9DED884651E9D3E3B4E82D8C66, StartTime=2015.11.17-07.51.32, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=6.622109ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_314, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6E2F4CD84AF2F1CB057DC9AB90F4F__B70EAEF8373E07A3460E7BA6590670D480245BDF, StartTime=2015.11.17-07.51.33, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.448171ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionIdB4BA07D24D772FE96C801FBD50932768_315, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6E2F4CD84AF2F1CB057DC9AB90F4F__28251073EDA49F7F125D1299A57A2468CEE90F92, StartTime=2015.11.17-07.51.33, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.225369ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
SavePackageTransactionIdD15A28234F97F14ADD81DC8018D8CD34_569, Filename=E:/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/StarterContent/Textures/T_Wood_Floor_Walnut_D.uasset, FlushAsyncLoading=0.038486ms, FlushStreamingFunc=0.002995ms, BlockTillAllRequestsFinished=0.002991ms, ResetLoadersForSaveUnMarkAllObjects=2170.902344ms, TagPackageExports=0.048753ms, BeginCacheForCookedPlatformData=0.032499ms, SerializeImports=0.044905ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.003420ms, SerializeSummary=0.008125ms, SerializeNames=0.012401ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.007272ms, SortExportsNonSeekfree=0.003420ms, SortExportsSeekfreeConstructor=0.008553ms, SortExportsSeekfreeInner=0.236060ms, SortExportsSeekfree=0.004277ms, BuildDependencyMap=0.008982ms, SerializeImportMap=0.014968ms, SerializeExportMap=0.003424ms, SerializeDependencyMap=0.002991ms, SerializeStringAssetReferenceMap=0.002995ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017107ms, SerializeExports=0.064574ms, SerializeBulkData=2.712134ms, AsyncWrite=1.733679ms, UnaccountedTime=20.497114ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
E:/NightmareGame/TheGame/Content/ThirdPersonBP/Mannequin/Character/Textures/UE4_LOGO_CARD.uasset, AllOfLoadPackage_Duration=652.240176ms, AllOfLoadPackage_HitCount=34203, ResolveRedirectors_Duration=1.026019ms, ResolveRedirectors_HitCount=34203, CacheForCookedPlatformData_Duration=2732.592423ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.127014ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.070989ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=19.769687ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId689AC54C48F42F77137CDB81AF147490_1782, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.11.17-07.51.35, HierarchicalDDC, Duration=0.009406ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId34C160D44F66027A292B2C9A0972B5BC_263, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__6569745CA631A9E5DFDCBA9FC53A8671E25127CD, StartTime=2015.11.17-07.51.37, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.129148ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
DDCTransactionId34C160D44F66027A292B2C9A0972B5BC_264, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_49EBE4F9430B027F3639729C4CE02__4EE83C895828B45CA36D4968CBC323543A9A22B2, StartTime=2015.11.17-07.51.37, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.707757ms, RunGuid=RunIDB60287F74C6349685C14BA818ACCD7F2
