DDCTransactionId58DA79BB4B7302C24D76118024EC69E7_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.15.53, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.125086ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_266, CachedDataProbablyExists, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_265, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.055958ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_267, GetCachedData, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_265, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.089061ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_314, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F86ABFF548C932A1D66EFB90F1F9A272__3CECA261DCF92A6E6119E2220522C158106EF442, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=524550 bytes, Retrieved=true, Duration=0.677809ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_315, CachedDataProbablyExists, Parent=DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_314, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.055172ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_316, GetCachedData, Parent=DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_314, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.271123ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_268, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_4C9DC9C34CC46E2CC56CA1A5D70B8938__FE01FCFD95459660793DCFAF5CF4C5F76E43CF3A, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.181276ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_280, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_D21B82EA46AC496BED5E3F8DBCD2EEA5__D346B26980C8ECC2BAAE7B57B772035D9ADBA27D, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.263635ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_269, CachedDataProbablyExists, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_268, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052806ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_281, CachedDataProbablyExists, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_280, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.076450ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_270, GetCachedData, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_268, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.092212ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_282, GetCachedData, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_280, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.133988ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_271, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_E748A29F48BCF018E2BB2AB88FF83E73__21615026843308212886821C2265A6B1481BE1AC, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.187185ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_272, CachedDataProbablyExists, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_271, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.060294ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_283, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_D21B82EA46AC496BED5E3F8DBCD2EEA5__D909C33A56A96DB316F0CD80C58B4DB9F0C0F694, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.212010ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_273, GetCachedData, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_271, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.093397ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_284, CachedDataProbablyExists, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_283, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.071328ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_285, GetCachedData, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_283, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.104431ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_274, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_E748A29F48BCF018E2BB2AB88FF83E73__448724F37D851CA251D71665B30AA2E9283D0BBD, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.288855ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_275, CachedDataProbablyExists, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_274, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.051621ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_276, GetCachedData, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_274, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.129256ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_286, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_9E77963C48D5AA7B07D67A829DB1CA82__3F83D31D136EC4720E05079590B9B8DD3D595BD7, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.221863ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_287, CachedDataProbablyExists, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_286, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.069357ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_288, GetCachedData, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_286, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.108764ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_317, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F86ABFF548C932A1D66EFB90F1F9A272__4CFAAC4815F81F207F298E86B2A52DF83254FADE, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.372007ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_318, CachedDataProbablyExists, Parent=DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_317, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.078812ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_277, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_E748A29F48BCF018E2BB2AB88FF83E73__9E13AF4C4DF6286E8A42FDC55786D0F8A084D6EF, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.251815ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_278, CachedDataProbablyExists, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_277, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053991ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_289, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_9E77963C48D5AA7B07D67A829DB1CA82__64621B13C76DE6292F6E7456F5B851184C208983, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.366490ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_319, GetCachedData, Parent=DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_317, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.173394ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_290, CachedDataProbablyExists, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_289, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.063840ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_279, GetCachedData, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_277, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.147384ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_291, GetCachedData, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_289, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.180092ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_280, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_E748A29F48BCF018E2BB2AB88FF83E73__38AAE507D4A09CB8F26BF4170AEA0053133921ED, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.261273ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_281, CachedDataProbablyExists, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_280, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.072509ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_320, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F86ABFF548C932A1D66EFB90F1F9A272__60C20117A873CEEBFFE0897084DB4BF67A5A7230, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.279006ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_321, CachedDataProbablyExists, Parent=DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_320, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.057139ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_282, GetCachedData, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_280, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.118222ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_322, GetCachedData, Parent=DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_320, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.130832ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_292, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_9E77963C48D5AA7B07D67A829DB1CA82__DAD8CC6CCA46099583DF957621EE96869450B9E3, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.328656ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_293, CachedDataProbablyExists, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_292, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.086304ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_283, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C76CE83B422770AB6799E39130F75E40__7672C9DC4F842D0BFD411EDCE2DD1E77D44B4646, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=3851 bytes, Retrieved=true, Duration=0.240780ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_284, CachedDataProbablyExists, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_283, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.073299ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_294, GetCachedData, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_292, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.136744ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_323, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F86ABFF548C932A1D66EFB90F1F9A272__EA3D1964A4C74CA2B8E5F8433DD0ABFBEC2501A1, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.244323ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_285, GetCachedData, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_283, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.130046ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_324, CachedDataProbablyExists, Parent=DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_323, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.079211ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_325, GetCachedData, Parent=DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_323, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.124134ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_295, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_9E77963C48D5AA7B07D67A829DB1CA82__7832FFD562300182345C27A89ED50F7D82FFEA76, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.274669ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_296, CachedDataProbablyExists, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_295, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.094973ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_286, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C76CE83B422770AB6799E39130F75E40__2D6763311FA37B10C86D0DACCC4DE28F73DADAE1, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.317231ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_287, CachedDataProbablyExists, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_286, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.118222ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_326, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_EA05BB5E4E00047AB4DF3982040A12D3__2567FE53FC3224CB62526DEEE6B27C2222D5FC2E, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=0.217531ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_297, GetCachedData, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_295, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.131622ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_327, CachedDataProbablyExists, Parent=DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_326, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.076450ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_288, GetCachedData, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_286, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.128862ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_328, GetCachedData, Parent=DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_326, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.094578ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_298, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3605E8E0452E82A9AF64C391436DDE60__039A68F8BE2F96FA813CA4CBDF60EB4E78BA7C07, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=3851 bytes, Retrieved=true, Duration=0.239205ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_299, CachedDataProbablyExists, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_298, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.074085ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_329, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_EA05BB5E4E00047AB4DF3982040A12D3__107DECB0CEAA8908C9AEA5686E8F8FA085DE360C, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=0.311710ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_289, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C76CE83B422770AB6799E39130F75E40__6EC17BFD82B43DC3E74287BC15B54AB3C2B571BF, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.235263ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_330, CachedDataProbablyExists, Parent=DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_329, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053987ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_290, CachedDataProbablyExists, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_289, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.073299ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_300, GetCachedData, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_298, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.113890ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_331, GetCachedData, Parent=DDCTransactionId79A1166242EEF00DFDFB4CAA4F4E9A34_329, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.139501ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_291, GetCachedData, Parent=DDCTransactionId1F22196B4E901B7B63839AA20C122FCA_289, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.122558ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_301, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_3605E8E0452E82A9AF64C391436DDE60__E5810C0C023D5BF80F645964D994280C6B21F6CB, StartTime=2015.12.10-06.16.10, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.267576ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_302, CachedDataProbablyExists, Parent=DDCTransactionIdA4891E004F8EEE218DAD2D999EE118BF_301, StartTime=2015.12.10-06.16.10, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.075664ms, RunGuid=RunID675E50C44C90CBF8D3861C94D98E88A2
