DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.09-21.35.07, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.551309ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1220, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_96933EA142770E52A99E548C92D81963_0__B3813D6D13D43F595FB8E6EC1FB9A6738166045B, StartTime=2015.11.09-21.36.37, HierarchicalDDC, Duration=0.210039ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1221, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1220, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.169452ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_349, CachedDataProbablyExists, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_348, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.175361ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_478, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_476, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.283338ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1222, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_1478C86941B70A1D2AC96B91A77D6D11_0__0A03E0D2B0AFD21F50A873A62FB60DB9B0831D99, StartTime=2015.11.09-21.36.37, HierarchicalDDC, Duration=0.211619ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_350, GetCachedData, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_348, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.299890ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1223, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1222, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.166696ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_407, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_445131D6425B553D9726F3A00DAA755A__82C6AC275BC6913ABEC38A74180A5F10D7809E01, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.604115ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_408, CachedDataProbablyExists, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_407, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.193097ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_479, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_ECC6A500482CB69948E07D9F3A7E7082__0BEEC64EA290A6043C7FF50116D07D62AD9AD84C, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.571407ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_480, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_479, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.193492ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1224, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_8F57F34840029E9C69E5D98C5E67D4F1_0__C54F613D2781168C6533E3D27231100E46C84F32, StartTime=2015.11.09-21.36.37, HierarchicalDDC, Duration=0.201765ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_409, GetCachedData, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_407, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.302255ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1225, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1224, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.171423ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_351, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_5FF16F7C43C9F2E8E6A5D3A1C254D405__9A756A7C9114456337CE26A104FDA2E906107C86, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.578109ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_352, CachedDataProbablyExists, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_351, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.186004ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_481, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_479, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.297528ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_353, GetCachedData, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_351, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.287674ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1226, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_60D4C9AD4641BC9940686684B88DBB5D_0__AA61CBB606B872E500053B83AECFCB4EF6F15C36, StartTime=2015.11.09-21.36.37, HierarchicalDDC, Duration=0.209253ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1227, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1226, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.156842ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_410, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_445131D6425B553D9726F3A00DAA755A__93BA89E45F395C2F52903452F3A6A6B2C4409AE3, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.541460ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_411, CachedDataProbablyExists, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_410, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.193097ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_482, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_ECC6A500482CB69948E07D9F3A7E7082__46C5105AB80A0C4B6F00AB5A501AF87F118DD36D, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.520967ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_483, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_482, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.186794ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1228, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C21F73974C94AB224361ACAC8BC67393_0__AA6BA325070C30A8C1535B9173963D09DA6D3619, StartTime=2015.11.09-21.36.37, HierarchicalDDC, Duration=0.194278ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_412, GetCachedData, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_410, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.278611ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1229, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1228, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.164330ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_354, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_1D494B8C4E703D15A52EEEB2655CE65D__BEC829BCB103C51B3C162EBB598BA6D57A72D40F, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=3267 bytes, Retrieved=true, Duration=0.677410ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_355, CachedDataProbablyExists, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_354, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.189550ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_484, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_482, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.276249ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1230, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D11EE3B94654D2FE1CC0A4943631F__4A0E3C97180DA49C05CC7E5FFD2FABA5F6E46707, StartTime=2015.11.09-21.36.37, HierarchicalDDC, Duration=0.182848ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_356, GetCachedData, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_354, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.413779ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1231, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1230, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.148568ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_413, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_08FC7DBF4E27881E4E47329C0F068308__5E901388C96EA5DC8FD3AF9D80D528FBA35CA57F, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=3851 bytes, Retrieved=true, Duration=0.403926ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_414, CachedDataProbablyExists, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_413, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.125315ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_485, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_09CDA1CE4306E21B47DB29BDFF7F4F49_0__03F263A88EC847D478A660CD7BB265C48B1A3FF3, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=3829 bytes, Retrieved=true, Duration=0.511114ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_486, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_485, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.168268ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_415, GetCachedData, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_413, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.233289ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1232, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_34593A2049F1D478B646CA837862A__CA75F1F4AFF1C8B9844A430C427BE0A22749CF5F, StartTime=2015.11.09-21.36.37, HierarchicalDDC, Duration=0.179697ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1233, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1232, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.146598ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_487, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_485, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.279397ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_357, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_12F4CEF642F4B5899AD777997F64F606_0__7CB65D9ADD1CB2FC556904F8EEB609848D849DFB, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=3539 bytes, Retrieved=true, Duration=0.563130ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_416, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_08FC7DBF4E27881E4E47329C0F068308__851F00F033BFA9BD46BEDF2463355B5F124D946A, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=0.499289ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_358, CachedDataProbablyExists, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_357, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.176545ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1234, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C698E7BC42D110BE46D4ECB13CA16__F9472A3E6E3578E2A605D48417D26500F0A67ED8, StartTime=2015.11.09-21.36.37, HierarchicalDDC, Duration=0.176545ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_417, CachedDataProbablyExists, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_416, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.149745ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1235, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1234, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.146594ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_359, GetCachedData, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_357, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.304226ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_418, GetCachedData, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_416, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.251029ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_488, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_09CDA1CE4306E21B47DB29BDFF7F4F49_0__2D6275A380C83D9B0E381C63DD56ADBABFEE254E, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=33026 bytes, Retrieved=true, Duration=0.569437ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_489, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_488, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.206102ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1236, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9B6AF77B49EFDE1D23A25C8061E9F__F3FDDBC5ED663F5934885AC547680153279081CE, StartTime=2015.11.09-21.36.37, HierarchicalDDC, Duration=0.192702ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1237, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1236, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.156447ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_490, GetCachedData, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_488, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.287279ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_419, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_08FC7DBF4E27881E4E47329C0F068308__88017F64603147A346673BCCB2E3078CE7273505, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.392500ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_420, CachedDataProbablyExists, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_419, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.133198ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_360, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_12F4CEF642F4B5899AD777997F64F606_0__C4EEB15EBA3B9519752838A86E38CD4236852FF2, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=0.510719ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_361, CachedDataProbablyExists, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_360, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.176150ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1238, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_86658D664C4421000918C7A6C710A__266970E2FC9078DD260E61B0AD2CC41706227550, StartTime=2015.11.09-21.36.37, HierarchicalDDC, Duration=0.175755ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1239, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1238, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.146199ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_421, GetCachedData, Parent=DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_419, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.208858ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_362, GetCachedData, Parent=DDCTransactionIdDA52E16B40BFDC6540C528AC56264ECE_360, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.283338ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1240, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9C268AF04907E4E864DE2789241E0__ABD3D712D2DBB98BDA15B77955619321924EB40C, StartTime=2015.11.09-21.36.37, HierarchicalDDC, Duration=0.207283ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_491, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_09CDA1CE4306E21B47DB29BDFF7F4F49_0__C0BC5CEEC54EC737C55D5C1C6596BD380BE1804B, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=8449 bytes, Retrieved=true, Duration=0.556037ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1241, CachedDataProbablyExists, Parent=DDCTransactionId66B3CA1F4A3A683764A041B6A8CBD6B1_1240, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.165120ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_492, CachedDataProbablyExists, Parent=DDCTransactionIdDE5DDDDC4B04A856503DB18E91DEA96C_491, StartTime=2015.11.09-21.36.37, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.176150ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
DDCTransactionId0CE5A1D04AA40D345BC748B255A5790E_422, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_CE3202C04997FFE4D66F21B99E7983B0_0__52DC745D2C776C45DC296F7600D3225A8B8AF477, StartTime=2015.11.09-21.36.37, HierarchicalDDC, DataSize=3539 bytes, Retrieved=true, Duration=0.403136ms, RunGuid=RunID76BC05E7425F2B101A7BA6AAFECD909C
