DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.02.32, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=2.192236ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_565, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_304CF1884561D884D9E845A9CC310__AB054DCB67EAB6D4030AA72283DB89DE1B0FA35E, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=6604 bytes, Retrieved=true, Duration=0.426784ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_566, CachedDataProbablyExists, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_565, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.081573ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_537, GetCachedData, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_535, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.150140ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2312, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_9FA617B64B5A34591D4CD09FD93B775F__D2DCA5C3ECB0CB267CD57330C400DCB9DEF88AE1, StartTime=2015.12.10-06.03.06, HierarchicalDDC, Duration=0.115070ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_567, GetCachedData, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_565, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.164721ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2313, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2312, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.058714ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_538, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_87D6A2E943E4DE9704EDAF92373CA__9A5CD212A9EBC43BAB9D2E3F277C8DEEEA7C629B, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=6604 bytes, Retrieved=true, Duration=0.335358ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_539, CachedDataProbablyExists, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_538, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.071723ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2314, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_DDA34F5A47A34A630A5BA6BD5A5C96C4__A8B6345F793DB8B6AA171C9BD107B886210201C3, StartTime=2015.12.10-06.03.06, HierarchicalDDC, Duration=0.120983ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_540, GetCachedData, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_538, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.150539ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2315, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2314, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.056747ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_520, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F70EF20142BAFD3EC462109D60381__F3A5F34DFD438C22868C6479C3A74482465C2754, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=0.285704ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_568, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_304CF1884561D884D9E845A9CC310__F389B28AF9DAA7F2C1F6D0AE396D8B3DD587233C, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.420477ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_521, CachedDataProbablyExists, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_520, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.066206ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_569, CachedDataProbablyExists, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_568, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.107583ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2316, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_F63CEC9B4143B4D5FFDF3AAB627C7ED3__82C36505B7733B72C28C5AB043E04F7409CCCC73, StartTime=2015.12.10-06.03.06, HierarchicalDDC, Duration=0.090245ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2317, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2316, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050835ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_522, GetCachedData, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_520, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.113100ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_570, GetCachedData, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_568, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.162750ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_541, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_87D6A2E943E4DE9704EDAF92373CA__EA6D3C3C46905F8F31C9006578AE0CFFCC5651AF, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.345603ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_542, CachedDataProbablyExists, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_541, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.079606ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2318, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_66808ADA433E8F7AC8E0F89BCF9FB4F4__88C270A1B333BAD32B91CBED3E7C4B39969045C6, StartTime=2015.12.10-06.03.06, HierarchicalDDC, Duration=0.094973ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2319, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2318, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.048865ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_543, GetCachedData, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_541, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.165511ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_523, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F70EF20142BAFD3EC462109D60381__F2DABE12BEF2F11F93991E85781BA21CFEE17309, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.236444ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_524, CachedDataProbablyExists, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_523, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.056747ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2320, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_76898EAC4874C5CC123E58B408F95190__CCB4840421DAE48D2CB2E4384CDED0BB3B1FD538, StartTime=2015.12.10-06.03.06, HierarchicalDDC, Duration=0.090636ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_525, GetCachedData, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_523, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.113491ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2321, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2320, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053201ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_571, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_304CF1884561D884D9E845A9CC310__0A14C378A92E5A04C899F63511FDEF528F8BC732, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.285309ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_572, CachedDataProbablyExists, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_571, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.093393ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_544, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_87D6A2E943E4DE9704EDAF92373CA__9651FF7E32A5C8C0B222A75017E120323D7B088F, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.328261ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2322, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_5532DA804CE5C063ECCA2EB5D7F13458__2B74A00E7698A80754F38306D2DE80F7248967F3, StartTime=2015.12.10-06.03.06, HierarchicalDDC, Duration=0.108369ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_526, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C2D78A394F9171547483589BA18E7__6F11DA9044ED89099D507893B31E75A05A460AAD, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.229746ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_573, GetCachedData, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_571, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.119012ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2323, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2322, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054386ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_545, CachedDataProbablyExists, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_544, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.075661ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_527, CachedDataProbablyExists, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_526, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.055958ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_528, GetCachedData, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_526, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.094969ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_546, GetCachedData, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_544, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.132408ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2324, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_75020D6A44FC480BC27BA7B89A91BCDF__A2CD72CE5DC654359A76E57224ACE9C06E2D25A5, StartTime=2015.12.10-06.03.06, HierarchicalDDC, Duration=0.102066ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_574, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_ED76E0534E575B39909A9581B0BC4__7DB6F3AE9BD34205416CE62F577231EF17D4E5DF, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=6604 bytes, Retrieved=true, Duration=0.316836ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2325, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2324, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.054777ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_575, CachedDataProbablyExists, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_574, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.072904ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_529, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C2D78A394F9171547483589BA18E7__6B3747B07201EE9C14821F0713675665EB252C6B, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=1.707919ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_530, CachedDataProbablyExists, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_529, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.073299ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2326, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_CEF6701B4517352749624BA45F68EDEF_0__00C05A993A727FC37558027D6ADF1DA80A3E6A32, StartTime=2015.12.10-06.03.06, HierarchicalDDC, Duration=0.118226ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_576, GetCachedData, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_574, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.157237ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_531, GetCachedData, Parent=DDCTransactionId5B01BF5D4A0A2ADBEA080E9494888872_529, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.870511ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2327, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2326, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.068177ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_547, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B0D18759485D0DA313751886E2145__D74CCA95CF235322025BE4F2B485D970FA903179, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=0.434667ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_548, CachedDataProbablyExists, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_547, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.100490ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2328, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BA99A3EA40E3B1FAFA878FA0BF4EECC__E861170FA53398CF93C8A6AD5AC756D75CEE3B78, StartTime=2015.12.10-06.03.06, HierarchicalDDC, Duration=0.100486ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_577, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_ED76E0534E575B39909A9581B0BC4__26C2143D6CEB0D7C3661338F9469AA79C5237C7D, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.482351ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_549, GetCachedData, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_547, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.139896ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2329, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2328, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.057142ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_578, CachedDataProbablyExists, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_577, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.128862ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2330, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_EC7AFBC54830FF164C0876BDC2FD33D9_0__21E162E93A0213D72422DBA6BB485CAEFA1907E9, StartTime=2015.12.10-06.03.06, HierarchicalDDC, Duration=0.108767ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2331, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2330, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.056747ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_579, GetCachedData, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_577, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.194281ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_550, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B0D18759485D0DA313751886E2145__6EC3F2639ABA91C9CB2AC8365F10FD7875E7E38B, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.360578ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_551, CachedDataProbablyExists, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_550, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.084333ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2332, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_78C321264184398C535B0494ECFE4BCC_0__7B9CCDC4538EFF6EB4684EF3533A149A412E1D2D, StartTime=2015.12.10-06.03.06, HierarchicalDDC, Duration=0.101279ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2333, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2332, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.059109ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdDF6B9117480A272436473FAF035D8882_552, GetCachedData, Parent=DDCTransactionIdDF6B9117480A272436473FAF035D8882_550, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.158418ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2334, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_1AD3BE7648A2749DAC7E7990AC843BEA_0__F325C73B46B7032A6B6F2D276B51481F553FCE56, StartTime=2015.12.10-06.03.06, HierarchicalDDC, Duration=0.090636ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_580, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_ED76E0534E575B39909A9581B0BC4__08D9434DEE4B12107EA6AE823ADD46C3B4BA6B9F, StartTime=2015.12.10-06.03.06, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.356637ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2335, CachedDataProbablyExists, Parent=DDCTransactionId6BE1712749CBF70D621102ABD07ED2DD_2334, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.055172ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_581, CachedDataProbablyExists, Parent=DDCTransactionIdA06E63BB442A755DF22EA99BCBBE2D08_580, StartTime=2015.12.10-06.03.06, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.083938ms, RunGuid=RunID004D454945D35AC05E447C8ADD91DC60
