DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.06.48, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=3.216833ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1268, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1267, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.303436ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1269, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1267, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.368856ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1270, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0109E60B__F554079737697930B913114C3D296DDD492598CF, StartTime=2015.12.10-06.07.18, HierarchicalDDC, DataSize=111667 bytes, Retrieved=true, Duration=0.909526ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1271, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1270, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.271518ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1272, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1270, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.417326ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1273, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufFDE9905C__726CAAE698ED62AAE5D938EA66E890B596B3B82B, StartTime=2015.12.10-06.07.18, HierarchicalDDC, DataSize=140743 bytes, Retrieved=true, Duration=0.837803ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1274, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1273, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.248268ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1275, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1273, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.397623ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1276, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufFDE9905C__19AB9DC5592763C0A626AFB20400B7B670AA7E6A, StartTime=2015.12.10-06.07.18, HierarchicalDDC, DataSize=109005 bytes, Retrieved=true, Duration=0.822436ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1277, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1276, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.295557ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1278, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1276, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.347577ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1279, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf067A8FB5__0FAD67ED764D3B802BFEE0B958F7D288EBA91C6E, StartTime=2015.12.10-06.07.18, HierarchicalDDC, DataSize=140743 bytes, Retrieved=true, Duration=1.566842ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1280, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1279, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.592686ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1281, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1279, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.629731ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1282, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf067A8FB5__F82325FAC83D93C46FAB7F2F9F45A76B72EB5DC1, StartTime=2015.12.10-06.07.18, HierarchicalDDC, DataSize=109005 bytes, Retrieved=true, Duration=1.111288ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1283, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1282, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.345208ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1284, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1282, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.501260ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1285, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_2E__C09E399BCE0FFEE1D68FECFAABF6BE1587E96CEE, StartTime=2015.12.10-06.07.18, HierarchicalDDC, DataSize=57953 bytes, Retrieved=true, Duration=0.833076ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1286, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1285, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.354666ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1287, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1285, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.327080ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1288, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_18E1F75F4F4653D3A318AD90913038E__AE19DEC61F1C3039FF761C6A1159A2A163E1683A, StartTime=2015.12.10-06.07.18, HierarchicalDDC, DataSize=27796 bytes, Retrieved=true, Duration=0.381071ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1289, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1288, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.122163ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1290, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1288, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.184819ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1291, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_18E1F75F4F4653D3A__D004E1E807DCBCBF7B6CB03BE426B5290F1AFDCA, StartTime=2015.12.10-06.07.18, HierarchicalDDC, DataSize=4077 bytes, Retrieved=true, Duration=0.266787ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1292, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1291, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.093002ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1293, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1291, StartTime=2015.12.10-06.07.18, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.116251ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Content/Mushroom_Blueprint.uasset, AllOfLoadPackage_Duration=57.927798ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.001185ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.037834ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.322353ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.068966ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=8.391034ms, SaveCookedPackage_HitCount=1, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
SavePackageTransactionId615FF0424FFB2B1CCBD0BCB5C1B931E8_460, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/NightmareGame/Content/Mushroom_Blueprint.uasset, FlushAsyncLoading=0.046503ms, FlushStreamingFunc=0.006698ms, BlockTillAllRequestsFinished=0.004731ms, ResetLoadersForSaveUnMarkAllObjects=0.322744ms, TagPackageExports=0.440970ms, BeginCacheForCookedPlatformData=0.012215ms, SerializeImports=0.133593ms, GatherLocalizableTextData=0.005122ms, MarkNames=0.013795ms, SerializeSummary=0.018518ms, SerializeNames=0.066996ms, SerializeGatherableTextData=0.003152ms, BuildExportMap=0.080783ms, SortExportsNonSeekfree=0.023648ms, SortExportsSeekfreeConstructor=0.010245ms, SortExportsSeekfreeInner=4.505455ms, SortExportsSeekfree=0.037830ms, BuildDependencyMap=0.046894ms, SerializeImportMap=0.007097ms, SerializeExportMap=0.004333ms, SerializeDependencyMap=0.010245ms, SerializeStringAssetReferenceMap=0.007883ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.090636ms, SerializeExports=0.115465ms, SerializeBulkData=0.015367ms, AsyncWrite=0.172999ms, UnaccountedTime=0.320382ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
../../../Engine/Content/MobileResources/HUD/T_Castle_ThumbstickOutter.uasset, AllOfLoadPackage_Duration=1.372959ms, AllOfLoadPackage_HitCount=3, ResolveRedirectors_Duration=0.001576ms, ResolveRedirectors_HitCount=3, CacheForCookedPlatformData_Duration=1.089223ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.524513ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.095367ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.289342ms, SaveCookedPackage_HitCount=1, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1294, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.12.10-06.07.18, HierarchicalDDC, Duration=0.013791ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId776D53464009DA0829EC2DA19689995D_211, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.12.10-06.07.18, HierarchicalDDC, DataSize=65848 bytes, Retrieved=true, Duration=0.452790ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
SavePackageTransactionId615FF0424FFB2B1CCBD0BCB5C1B931E8_461, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/T_Castle_ThumbstickOutter.uasset, FlushAsyncLoading=0.097729ms, FlushStreamingFunc=0.011429ms, BlockTillAllRequestsFinished=0.006303ms, ResetLoadersForSaveUnMarkAllObjects=0.192706ms, TagPackageExports=0.041377ms, BeginCacheForCookedPlatformData=0.028372ms, SerializeImports=0.060294ms, GatherLocalizableTextData=0.003546ms, MarkNames=0.005122ms, SerializeSummary=0.018127ms, SerializeNames=0.029951ms, SerializeGatherableTextData=0.002757ms, BuildExportMap=0.009459ms, SortExportsNonSeekfree=0.111129ms, SortExportsSeekfreeConstructor=0.015371ms, SortExportsSeekfreeInner=0.321563ms, SortExportsSeekfree=0.005912ms, BuildDependencyMap=0.014976ms, SerializeImportMap=0.007093ms, SerializeExportMap=0.004336ms, SerializeDependencyMap=0.005122ms, SerializeStringAssetReferenceMap=0.003546ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.026010ms, SerializeExports=0.129256ms, SerializeBulkData=0.017338ms, AsyncWrite=0.137534ms, UnaccountedTime=0.303831ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad2.uasset, AllOfLoadPackage_Duration=1.588114ms, AllOfLoadPackage_HitCount=8, ResolveRedirectors_Duration=0.003148ms, ResolveRedirectors_HitCount=8, CacheForCookedPlatformData_Duration=3.272004ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.512689ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.199798ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.081361ms, SaveCookedPackage_HitCount=1, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1295, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__536E815204A7A55A1C3DC28912842A9998DC951D, StartTime=2015.12.10-06.07.18, HierarchicalDDC, Duration=0.013005ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionIdBC81BC1C43BE10A5AA65388C80CD8C48_225, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__536E815204A7A55A1C3DC28912842A9998DC951D, StartTime=2015.12.10-06.07.18, HierarchicalDDC, DataSize=3883 bytes, Retrieved=true, Duration=0.398804ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId776D53464009DA0829EC2DA19689995D_212, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__A885F07B0952CD16CE13DADC3D75FAA72804CE9A, StartTime=2015.12.10-06.07.18, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.247873ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId776D53464009DA0829EC2DA19689995D_213, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__E711B9F5E3FE93BF616817FF2150AFFDB1723C2E, StartTime=2015.12.10-06.07.18, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.085119ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
SavePackageTransactionId615FF0424FFB2B1CCBD0BCB5C1B931E8_462, Filename=C:/Users/ntanc_000/Desktop/NightmareGame/TheGame/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionPad2.uasset, FlushAsyncLoading=0.131622ms, FlushStreamingFunc=0.011429ms, BlockTillAllRequestsFinished=0.009459ms, ResetLoadersForSaveUnMarkAllObjects=0.421263ms, TagPackageExports=0.070933ms, BeginCacheForCookedPlatformData=0.032708ms, SerializeImports=0.083152ms, GatherLocalizableTextData=0.007879ms, MarkNames=0.006702ms, SerializeSummary=0.022855ms, SerializeNames=0.034679ms, SerializeGatherableTextData=0.003546ms, BuildExportMap=0.022464ms, SortExportsNonSeekfree=0.010639ms, SortExportsSeekfreeConstructor=0.025220ms, SortExportsSeekfreeInner=0.352304ms, SortExportsSeekfree=0.005908ms, BuildDependencyMap=0.019707ms, SerializeImportMap=0.005517ms, SerializeExportMap=0.002757ms, SerializeDependencyMap=0.007093ms, SerializeStringAssetReferenceMap=0.003941ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.037439ms, SerializeExports=0.131227ms, SerializeBulkData=0.016551ms, AsyncWrite=0.157628ms, UnaccountedTime=0.394471ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1296, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufF96766A4__AA70DAD989CD50C3B5F95C24DC5BE6184B4B1A21, StartTime=2015.12.10-06.07.20, HierarchicalDDC, DataSize=749965 bytes, Retrieved=true, Duration=3.620364ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1297, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1296, StartTime=2015.12.10-06.07.20, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.431117ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1298, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1296, StartTime=2015.12.10-06.07.20, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.926631ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1299, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufF96766A4__FDDA1E4F25BEDC8CD210A1BB52886E4A0759CA44, StartTime=2015.12.10-06.07.20, HierarchicalDDC, DataSize=575533 bytes, Retrieved=true, Duration=1.764275ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1300, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1299, StartTime=2015.12.10-06.07.20, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.344422ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1301, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1299, StartTime=2015.12.10-06.07.20, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.925682ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1302, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_42__EA6103806A9725ABF97CAF00723FA4BDC152DF13, StartTime=2015.12.10-06.07.20, HierarchicalDDC, DataSize=180201 bytes, Retrieved=true, Duration=2.467301ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1303, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1302, StartTime=2015.12.10-06.07.20, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.518206ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1304, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1302, StartTime=2015.12.10-06.07.20, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.603488ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1305, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_4835093D43C8F4CAFEC093BBB3409F5__BAE9F16A36A5FC134B45D45CB341BE54BA6EE91C, StartTime=2015.12.10-06.07.20, HierarchicalDDC, DataSize=53804 bytes, Retrieved=true, Duration=1.563296ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1306, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1305, StartTime=2015.12.10-06.07.20, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.539489ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1307, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1305, StartTime=2015.12.10-06.07.20, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.677019ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1308, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_4835093D43C8F4CAF__FC7323F1B9B5EA347F2A1CD5A5D13C1D1B4DAE2A, StartTime=2015.12.10-06.07.20, HierarchicalDDC, DataSize=96973 bytes, Retrieved=true, Duration=1.401722ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1309, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1308, StartTime=2015.12.10-06.07.20, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.366885ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1310, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1308, StartTime=2015.12.10-06.07.20, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.687659ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1311, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_C6__21F1D95B27427253B66BC0C6902B68DB4D3900B2, StartTime=2015.12.10-06.07.20, HierarchicalDDC, DataSize=581609 bytes, Retrieved=true, Duration=3.023732ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1312, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1311, StartTime=2015.12.10-06.07.20, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.507571ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1313, GetCachedData, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1311, StartTime=2015.12.10-06.07.20, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.838751ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1314, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_1C2C39FC43C3B18E0__D7211EBD06BC926C8785601C9993921BB91827F4, StartTime=2015.12.10-06.07.20, HierarchicalDDC, DataSize=1765 bytes, Retrieved=true, Duration=0.434663ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1315, CachedDataProbablyExists, Parent=DDCTransactionId8B7BF305445CF05A0188219CD6A2E2A1_1314, StartTime=2015.12.10-06.07.20, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.194278ms, RunGuid=RunID886956AD454E3F06E233BC8CE8F45623
