DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.12.10-06.27.09, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.509538ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1611, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1610, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.110339ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1612, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1610, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.149354ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1613, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufDB752C32__305EBB4B19E9ECA84ED6491A5C3947B28B30541F, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=108945 bytes, Retrieved=true, Duration=0.479195ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1614, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1613, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.159603ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1615, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1613, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.172209ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1616, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf16B8265F__B6252CDF98EE4C5405D390EF62EEB40F5C6D47F1, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=658881 bytes, Retrieved=true, Duration=1.992047ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1617, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf16B8265F__44BBF4CC86B891AE72F9458C86B916E6F06F7762, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=637357 bytes, Retrieved=true, Duration=1.934905ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1618, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf8F51D548__39405B1ACA3C16B049BC30777D3AB2518C32D89B, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=96300 bytes, Retrieved=true, Duration=0.509143ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1619, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1618, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.177726ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1620, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1618, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.182852ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1621, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf8F51D548__5414B7F8C483B935DB04A5D577CE26F9CAF4E92A, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=63122 bytes, Retrieved=true, Duration=0.383433ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1622, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1621, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.115070ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1623, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1621, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.139501ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1624, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufDC720A25__81666D29111410003B999991E7F2721F709C6648, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=163711 bytes, Retrieved=true, Duration=0.623822ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1625, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufDC720A25__D1580DC79C9B2F7C9BBD784BFDF125845041F5B0, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=128653 bytes, Retrieved=true, Duration=0.303436ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1626, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf3E0C9543__35E86859847004E1F62FEAAF2BAD5509B206F5EC, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=167821 bytes, Retrieved=true, Duration=0.649039ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1627, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1626, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.184033ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1628, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1626, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.278611ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1629, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf3E0C9543__2210BFCEAD39F26E730141D464BB92136927F808, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=133621 bytes, Retrieved=true, Duration=0.368066ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1630, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1629, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.081968ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1631, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1629, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.148568ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1632, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf3D5500D7__0D185B0F3E334A5A127F1F213EFEA6BC1A40C00C, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=143177 bytes, Retrieved=true, Duration=0.329446ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1633, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf3D5500D7__40F7976EBB379BC0CE048BE6B60457757655057F, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=111349 bytes, Retrieved=true, Duration=0.383038ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1634, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD089EABC__EB52234F29F2CF4838292B6492059DE901EC7AF8, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=167165 bytes, Retrieved=true, Duration=1.320545ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1635, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1634, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.275850ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1636, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1634, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.585593ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1637, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBufD089EABC__1E3BDA8A801D833F93F8FCFD7CC5436673DDA50D, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=133087 bytes, Retrieved=true, Duration=0.530817ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1638, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1637, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.149745ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1639, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1637, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.214376ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1640, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf0D03210A__AD689D5A587F2541B779BAE916B0A93D7EFE88B2, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=147155 bytes, Retrieved=true, Duration=0.546977ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1641, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1640, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.153296ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1642, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1640, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.215165ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1643, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf0D03210A__8B65F5394DE57CE14EFD62C2C9648FB8956C8395, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=113649 bytes, Retrieved=true, Duration=0.553675ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1644, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1643, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.160389ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1645, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1643, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.244323ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1646, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_A3__A337468067788B274736990CA18F959971AFF6AC, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=699553 bytes, Retrieved=true, Duration=1.045085ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1647, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1646, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.127286ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1648, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1646, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.398804ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1649, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_D2F12EE8433115C71__FDFE52118D385E8CA0715459BBE76DC95785D7B3, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=2557 bytes, Retrieved=true, Duration=0.245508ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1650, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1649, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.098519ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1651, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1649, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.091422ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1652, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_1A__E8E92C666166F0C42187CCC247BE6C986A9EBA29, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=70389 bytes, Retrieved=true, Duration=0.267971ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1653, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1652, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.066202ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1654, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1652, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.100095ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1655, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_1E5EE94A4FA45DC39__E262B735554D9844B06E37E8DBE474D21D5DC205, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=2413 bytes, Retrieved=true, Duration=0.177726ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1656, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1655, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.055563ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1657, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1655, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.071328ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1658, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_D2F12EE8433115C71F81BFAC9945316__00DA47C4B7628C917560D692B39F7F7C6962B10D, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=239228 bytes, Retrieved=true, Duration=0.403140ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1659, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1658, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.053987ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1660, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1658, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.150930ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1661, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf7E115F6C__414D57A1B1917191C78F3FFF885D1304BC236EAF, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=140663 bytes, Retrieved=true, Duration=0.499293ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1662, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1661, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.154871ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1663, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1661, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.187185ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1664, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf7E115F6C__B72C0BBDEA987308B7911F16AF6559A5B77B3D86, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=108945 bytes, Retrieved=true, Duration=0.826374ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1665, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1664, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.292797ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1666, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1664, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.301469ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1667, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_78__E140F6FC0FB9ED974584EC5690673FD72BA9B8AF, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=42057 bytes, Retrieved=true, Duration=0.537913ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1668, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1667, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.128075ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1669, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1667, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.201374ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1670, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_F94A1D0442ED53507__8C88E867870F5DCB801307B902FEB64A005795F0, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=2101 bytes, Retrieved=true, Duration=0.325114ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1671, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1670, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.119012ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1672, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1670, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.100490ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1673, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F94A1D0442ED535075037799F75B8B9__2791EB02A55F317C05EC1E6003348C34C2FCE435, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=12496 bytes, Retrieved=true, Duration=0.219107ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1674, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1673, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.063445ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1675, GetCachedData, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1673, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.088271ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1676, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf082DCF3F__6FCBD4BFED4FADCA51CD271535F176424780707D, StartTime=2015.12.10-06.27.29, HierarchicalDDC, DataSize=140703 bytes, Retrieved=true, Duration=0.465404ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1677, CachedDataProbablyExists, Parent=DDCTransactionIdFF154DF5464A23189CB480B3CDE7D70A_1676, StartTime=2015.12.10-06.27.29, FileDDCPath=C:/Users/ntanc_000/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.105612ms, RunGuid=RunID90F244F0496581292AFEC190F6FE37E8
